"Velocities","Coverage0","Coverage1","Coverage2","Coverage3","Coverage4","Coverage5","Coverage6","Coverage7","Coverage8","Coverage9","Coverage10","Coverage11","Points:0","Points:1","Points:2"
0.32393,0.00074811,1.9525e-05,0.00022037,0.98312,0.016664,0.74811,0.93876,0.98386,0.98386,0.00020085,0.015936,0,0.01,2.397,199.61
0.32137,0.0007422,1.9408e-05,0.00022083,0.98309,0.016692,0.7422,0.9387,0.98383,0.98383,0.00020142,0.015969,0,0.01,2.397,199.8
0.32153,0.00074257,1.9418e-05,0.00022086,0.98309,0.016694,0.74257,0.9387,0.98383,0.98383,0.00020144,0.015971,0,0.01,2.397,199.81
0.32462,0.0007497,1.9544e-05,0.00022006,0.98313,0.016646,0.7497,0.93792,0.98388,0.98388,0.00020052,0.015916,0,0.01,2.3971,200
0.32442,0.00074923,1.9533e-05,0.00022005,0.98313,0.016646,0.74923,0.93792,0.98388,0.98388,0.00020051,0.015916,0,0.01,2.3971,200.01
0.31908,0.00073691,1.9238e-05,0.00022019,0.98312,0.016659,0.73691,0.93746,0.98386,0.98386,0.00020095,0.015942,0,0.01,2.3971,200.2
0.31907,0.00073688,1.9239e-05,0.00022021,0.98312,0.016661,0.73688,0.93747,0.98386,0.98386,0.00020097,0.015943,0,0.01,2.3971,200.21
0.32466,0.00074979,1.9595e-05,0.00022082,0.98309,0.016688,0.74979,0.93746,0.98384,0.98384,0.00020122,0.015958,0,0.01,2.3971,200.4
0.32478,0.00075006,1.9603e-05,0.00022085,0.98309,0.01669,0.75006,0.93746,0.98384,0.98384,0.00020124,0.015959,0,0.01,2.3971,200.41
0.32776,0.00075694,1.9798e-05,0.00022126,0.98307,0.016709,0.75694,0.93761,0.98383,0.98383,0.00020146,0.015972,0,0.01,2.3971,200.6
0.32786,0.00075717,1.9806e-05,0.0002213,0.98307,0.016711,0.75717,0.9376,0.98382,0.98382,0.00020149,0.015974,0,0.01,2.3971,200.61
0.32886,0.00075948,1.9893e-05,0.00022177,0.98304,0.016736,0.75948,0.938,0.9838,0.9838,0.00020188,0.015997,0,0.01,2.3971,200.8
0.3288,0.00075936,1.9888e-05,0.00022175,0.98304,0.016735,0.75936,0.938,0.9838,0.9838,0.00020186,0.015995,0,0.01,2.3971,200.81
0.3258,0.00075243,1.9733e-05,0.00022201,0.98303,0.016753,0.75243,0.93779,0.98378,0.98378,0.00020227,0.01602,0,0.01,2.3971,201
0.32571,0.00075221,1.9732e-05,0.00022206,0.98302,0.016756,0.75221,0.93779,0.98377,0.98377,0.00020233,0.016024,0,0.01,2.3971,201.01
0.32774,0.0007569,1.9938e-05,0.00022349,0.98294,0.016833,0.7569,0.9379,0.9837,0.9837,0.00020355,0.016096,0,0.01,2.3971,201.2
0.32778,0.00075701,1.9941e-05,0.00022351,0.98294,0.016834,0.75701,0.93789,0.9837,0.9837,0.00020357,0.016096,0,0.01,2.3971,201.21
0.32861,0.00075891,1.9965e-05,0.00022314,0.98296,0.016812,0.75891,0.93768,0.98372,0.98372,0.00020317,0.016073,0,0.01,2.3971,201.4
0.32856,0.0007588,1.9964e-05,0.00022316,0.98296,0.016813,0.7588,0.93768,0.98372,0.98372,0.00020319,0.016075,0,0.01,2.3971,201.41
0.31808,0.00073459,1.9324e-05,0.00022253,0.98299,0.016791,0.73459,0.93786,0.98372,0.98372,0.00020321,0.016075,0,0.01,2.3971,201.6
0.31833,0.00073518,1.9337e-05,0.00022252,0.98299,0.01679,0.73518,0.93786,0.98372,0.98372,0.00020319,0.016074,0,0.01,2.3971,201.61
0.32919,0.00076025,2.0036e-05,0.00022375,0.98293,0.016846,0.76025,0.9375,0.98369,0.98369,0.00020372,0.016105,0,0.01,2.3971,201.8
0.32903,0.00075989,2.0031e-05,0.00022381,0.98293,0.016849,0.75989,0.9375,0.98369,0.98369,0.00020377,0.016109,0,0.01,2.3971,201.81
0.32544,0.0007516,1.9932e-05,0.00022554,0.98283,0.016948,0.7516,0.93773,0.98358,0.98358,0.0002056,0.016217,0,0.01,2.3971,202
0.32532,0.00075131,1.9924e-05,0.0002255,0.98283,0.016947,0.75131,0.93773,0.98358,0.98358,0.00020558,0.016215,0,0.01,2.3971,202.01
0.32255,0.00074493,1.976e-05,0.00022544,0.98283,0.016946,0.74493,0.93753,0.98357,0.98357,0.00020568,0.016221,0,0.01,2.3971,202.2
0.32264,0.00074513,1.9767e-05,0.00022547,0.98283,0.016948,0.74513,0.93751,0.98357,0.98357,0.00020571,0.016223,0,0.01,2.3971,202.21
0.32539,0.00075148,1.9843e-05,0.00022413,0.9829,0.016871,0.75148,0.93695,0.98366,0.98366,0.00020428,0.016139,0,0.01,2.3971,202.4
0.32524,0.00075113,1.9836e-05,0.00022415,0.9829,0.016872,0.75113,0.93696,0.98365,0.98365,0.00020431,0.016141,0,0.01,2.3971,202.41
0.32247,0.00074474,1.9833e-05,0.00022669,0.98276,0.017015,0.74474,0.93696,0.9835,0.9835,0.00020686,0.01629,0,0.01,2.3971,202.6
0.3226,0.00074504,1.9841e-05,0.00022671,0.98276,0.017016,0.74504,0.93695,0.9835,0.9835,0.00020687,0.016291,0,0.01,2.3971,202.61
0.32855,0.00075877,2.0194e-05,0.00022683,0.98276,0.017016,0.75877,0.93712,0.98352,0.98352,0.00020664,0.016278,0,0.01,2.3971,202.8
0.32858,0.00075885,2.0197e-05,0.00022687,0.98276,0.017018,0.75885,0.93712,0.98351,0.98351,0.00020667,0.01628,0,0.01,2.3971,202.81
0.32303,0.00074602,1.9924e-05,0.00022767,0.9827,0.017069,0.74602,0.93721,0.98345,0.98345,0.00020775,0.016343,0,0.01,2.3971,203
0.32295,0.00074584,1.9922e-05,0.00022769,0.9827,0.01707,0.74584,0.93721,0.98345,0.98345,0.00020777,0.016344,0,0.01,2.3971,203.01
0.3205,0.00074019,1.9786e-05,0.0002278,0.98269,0.017079,0.74019,0.9368,0.98343,0.98343,0.00020801,0.016358,0,0.01,2.3971,203.2
0.32034,0.00073983,1.9777e-05,0.00022779,0.98269,0.017078,0.73983,0.93679,0.98343,0.98343,0.00020801,0.016358,0,0.01,2.3971,203.21
0.32217,0.00074404,1.9883e-05,0.00022778,0.9827,0.017076,0.74404,0.93673,0.98344,0.98344,0.0002079,0.016351,0,0.01,2.3971,203.4
0.3222,0.0007441,1.9884e-05,0.00022778,0.9827,0.017076,0.7441,0.93673,0.98344,0.98344,0.0002079,0.016352,0,0.01,2.3971,203.41
0.32018,0.00073945,1.9716e-05,0.00022694,0.98274,0.017032,0.73945,0.9371,0.98348,0.98348,0.00020723,0.016312,0,0.01,2.3971,203.6
0.32008,0.00073922,1.971e-05,0.00022693,0.98274,0.017031,0.73922,0.93711,0.98348,0.98348,0.00020722,0.016312,0,0.01,2.3971,203.61
0.3179,0.00073418,1.9611e-05,0.00022739,0.98271,0.017059,0.73418,0.93722,0.98345,0.98345,0.00020778,0.016344,0,0.01,2.3971,203.8
0.3181,0.00073464,1.9623e-05,0.00022742,0.98271,0.017061,0.73464,0.93722,0.98345,0.98345,0.0002078,0.016346,0,0.01,2.3971,203.81
0.322,0.00074365,1.9866e-05,0.00022767,0.9827,0.01707,0.74365,0.93692,0.98345,0.98345,0.00020781,0.016346,0,0.01,2.3971,204
0.32209,0.00074387,1.9875e-05,0.00022774,0.9827,0.017074,0.74387,0.93691,0.98344,0.98344,0.00020786,0.01635,0,0.01,2.3971,204.01
0.32134,0.00074213,1.9921e-05,0.00022922,0.98261,0.017156,0.74213,0.93668,0.98336,0.98336,0.0002093,0.016434,0,0.01,2.3971,204.2
0.32151,0.00074251,1.9929e-05,0.00022921,0.98262,0.017155,0.74251,0.93668,0.98336,0.98336,0.00020928,0.016433,0,0.01,2.3971,204.21
0.32899,0.0007598,2.0396e-05,0.00022967,0.9826,0.017172,0.7598,0.9364,0.98336,0.98336,0.00020928,0.016433,0,0.01,2.3972,204.4
0.32886,0.00075948,2.0392e-05,0.00022972,0.9826,0.017175,0.75948,0.9364,0.98336,0.98336,0.00020932,0.016435,0,0.01,2.3972,204.41
0.32541,0.00075153,2.0243e-05,0.00023058,0.98254,0.017226,0.75153,0.93653,0.9833,0.9833,0.00021033,0.016494,0,0.01,2.3971,204.6
0.32531,0.0007513,2.0236e-05,0.00023055,0.98255,0.017224,0.7513,0.93651,0.9833,0.9833,0.00021032,0.016493,0,0.01,2.3971,204.61
0.32891,0.0007596,2.0406e-05,0.00022989,0.98259,0.017184,0.7596,0.93679,0.98335,0.98335,0.00020949,0.016445,0,0.01,2.3971,204.8
0.32881,0.00075939,2.0403e-05,0.00022992,0.98258,0.017186,0.75939,0.93679,0.98334,0.98334,0.00020952,0.016447,0,0.01,2.3971,204.81
0.31905,0.00073682,1.9825e-05,0.00022983,0.98258,0.017192,0.73682,0.93674,0.98331,0.98331,0.00021,0.016475,0,0.01,2.3971,205
0.31881,0.00073628,1.9812e-05,0.00022982,0.98258,0.017192,0.73628,0.93675,0.98331,0.98331,0.00021001,0.016476,0,0.01,2.3971,205.01
0.32129,0.00074201,1.9987e-05,0.0002303,0.98256,0.017215,0.74201,0.93665,0.9833,0.9833,0.00021031,0.016493,0,0.01,2.3971,205.2
0.3214,0.00074225,1.9992e-05,0.0002303,0.98255,0.017215,0.74225,0.93665,0.9833,0.9833,0.00021031,0.016493,0,0.01,2.3971,205.21
0.32054,0.00074027,1.9971e-05,0.00023078,0.98253,0.017242,0.74027,0.93601,0.98327,0.98327,0.00021081,0.016522,0,0.01,2.3972,205.4
0.32082,0.00074093,1.9991e-05,0.00023086,0.98252,0.017247,0.74093,0.93601,0.98326,0.98326,0.00021087,0.016526,0,0.01,2.3972,205.41
0.32699,0.00075518,2.0431e-05,0.00023211,0.98246,0.017308,0.75518,0.93608,0.98322,0.98322,0.00021168,0.016573,0,0.01,2.3972,205.6
0.32701,0.00075522,2.0433e-05,0.00023212,0.98246,0.017309,0.75522,0.93608,0.98321,0.98321,0.00021169,0.016574,0,0.01,2.3972,205.61
0.32614,0.00075321,2.0363e-05,0.00023183,0.98247,0.017293,0.75321,0.93621,0.98323,0.98323,0.00021146,0.016561,0,0.01,2.3972,205.8
0.32594,0.00075275,2.0349e-05,0.00023176,0.98248,0.01729,0.75275,0.9362,0.98323,0.98323,0.00021141,0.016558,0,0.01,2.3972,205.81
0.32434,0.00074904,2.0243e-05,0.00023158,0.98249,0.017282,0.74904,0.93602,0.98324,0.98324,0.00021134,0.016553,0,0.01,2.3972,206
0.32446,0.00074934,2.0251e-05,0.0002316,0.98249,0.017283,0.74934,0.93601,0.98323,0.98323,0.00021135,0.016554,0,0.01,2.3972,206.01
0.3243,0.00074896,2.0282e-05,0.00023227,0.98245,0.01732,0.74896,0.93603,0.9832,0.9832,0.00021199,0.016591,0,0.01,2.3972,206.2
0.32422,0.00074878,2.0279e-05,0.00023229,0.98245,0.017321,0.74878,0.93603,0.9832,0.9832,0.00021201,0.016592,0,0.01,2.3972,206.21
0.32506,0.00075072,2.0265e-05,0.00023125,0.98251,0.017263,0.75072,0.93579,0.98326,0.98326,0.00021099,0.016533,0,0.01,2.3972,206.4
0.32498,0.00075053,2.0264e-05,0.0002313,0.9825,0.017266,0.75053,0.9358,0.98325,0.98325,0.00021103,0.016536,0,0.01,2.3972,206.41
0.32576,0.00075232,2.0411e-05,0.00023295,0.98241,0.017355,0.75232,0.93634,0.98316,0.98316,0.00021254,0.016623,0,0.01,2.3971,206.6
0.32591,0.00075268,2.042e-05,0.00023296,0.98241,0.017356,0.75268,0.93633,0.98316,0.98316,0.00021254,0.016623,0,0.01,2.3971,206.61
0.32181,0.00074321,2.0152e-05,0.00023254,0.98243,0.017338,0.74321,0.93607,0.98317,0.98317,0.00021239,0.016614,0,0.01,2.3972,206.8
0.32175,0.00074306,2.0151e-05,0.00023258,0.98243,0.01734,0.74306,0.93608,0.98317,0.98317,0.00021243,0.016617,0,0.01,2.3972,206.81
0.3232,0.00074642,2.0298e-05,0.00023358,0.98237,0.017393,0.74642,0.93615,0.98312,0.98312,0.00021328,0.016667,0,0.01,2.3971,207
0.32318,0.00074637,2.0297e-05,0.00023359,0.98237,0.017393,0.74637,0.93615,0.98312,0.98312,0.00021329,0.016667,0,0.01,2.3971,207.01
0.31702,0.00073215,1.9987e-05,0.00023453,0.98231,0.017452,0.73215,0.93613,0.98305,0.98305,0.00021454,0.01674,0,0.01,2.3971,207.2
0.31723,0.00073264,1.9999e-05,0.00023454,0.98231,0.017452,0.73264,0.93613,0.98305,0.98305,0.00021454,0.01674,0,0.01,2.3971,207.21
0.32376,0.00074772,2.044e-05,0.00023539,0.98227,0.017491,0.74772,0.93614,0.98302,0.98302,0.00021495,0.016764,0,0.01,2.3971,207.4
0.32357,0.00074729,2.043e-05,0.0002354,0.98227,0.017491,0.74729,0.93613,0.98302,0.98302,0.00021496,0.016764,0,0.01,2.3971,207.41
0.32273,0.00074534,2.0373e-05,0.00023528,0.98228,0.017486,0.74534,0.93577,0.98302,0.98302,0.00021491,0.016761,0,0.01,2.3972,207.6
0.32262,0.00074509,2.0371e-05,0.00023534,0.98228,0.017489,0.74509,0.93576,0.98302,0.98302,0.00021496,0.016764,0,0.01,2.3972,207.61
0.32837,0.00075836,2.0757e-05,0.00023604,0.98224,0.017521,0.75836,0.93513,0.983,0.983,0.00021529,0.016783,0,0.01,2.3972,207.8
0.32866,0.00075904,2.0774e-05,0.00023606,0.98224,0.017521,0.75904,0.93514,0.983,0.983,0.00021528,0.016783,0,0.01,2.3972,207.81
0.32347,0.00074704,2.0449e-05,0.00023581,0.98225,0.017514,0.74704,0.93537,0.983,0.983,0.00021537,0.016788,0,0.01,2.3972,208
0.32332,0.0007467,2.0441e-05,0.00023581,0.98225,0.017515,0.7467,0.93537,0.983,0.983,0.00021537,0.016788,0,0.01,2.3972,208.01
0.32013,0.00073932,2.0271e-05,0.00023616,0.98223,0.017537,0.73932,0.9358,0.98297,0.98297,0.00021589,0.016818,0,0.01,2.3972,208.2
0.32027,0.00073964,2.0281e-05,0.00023621,0.98222,0.01754,0.73964,0.93579,0.98296,0.98296,0.00021593,0.01682,0,0.01,2.3972,208.21
0.32173,0.00074304,2.0407e-05,0.00023684,0.98219,0.017573,0.74304,0.93565,0.98293,0.98293,0.00021644,0.01685,0,0.01,2.3972,208.4
0.32162,0.00074278,2.04e-05,0.00023682,0.98219,0.017571,0.74278,0.93565,0.98293,0.98293,0.00021642,0.016849,0,0.01,2.3972,208.41
0.32018,0.00073945,2.0292e-05,0.00023646,0.98221,0.017553,0.73945,0.93562,0.98295,0.98295,0.00021617,0.016834,0,0.01,2.3972,208.6
0.31996,0.00073893,2.0281e-05,0.00023647,0.98221,0.017554,0.73893,0.93563,0.98295,0.98295,0.00021619,0.016836,0,0.01,2.3972,208.61
0.31729,0.00073278,2.02e-05,0.00023781,0.98213,0.01763,0.73278,0.93567,0.98286,0.98286,0.00021761,0.016918,0,0.01,2.3971,208.8
0.31742,0.00073307,2.0209e-05,0.00023784,0.98213,0.017632,0.73307,0.93566,0.98286,0.98286,0.00021764,0.016919,0,0.01,2.3971,208.81
0.3242,0.00074874,2.0675e-05,0.00023879,0.98209,0.017675,0.74874,0.93556,0.98283,0.98283,0.00021812,0.016947,0,0.01,2.3971,209
0.32424,0.00074883,2.0678e-05,0.0002388,0.98209,0.017676,0.74883,0.93556,0.98283,0.98283,0.00021813,0.016947,0,0.01,2.3971,209.01
0.32354,0.00074721,2.0601e-05,0.00023823,0.98212,0.017646,0.74721,0.93559,0.98286,0.98286,0.00021763,0.016919,0,0.01,2.3972,209.2
0.32375,0.00074768,2.0614e-05,0.00023827,0.98211,0.017647,0.74768,0.93559,0.98286,0.98286,0.00021765,0.01692,0,0.01,2.3972,209.21
0.32881,0.00075937,2.098e-05,0.00023928,0.98206,0.017696,0.75937,0.93529,0.98282,0.98282,0.0002183,0.016958,0,0.01,2.3972,209.4
0.32842,0.00075848,2.0958e-05,0.00023925,0.98207,0.017695,0.75848,0.93528,0.98282,0.98282,0.00021829,0.016957,0,0.01,2.3972,209.41
0.31619,0.00073023,2.0223e-05,0.00023932,0.98205,0.017714,0.73023,0.93524,0.98278,0.98278,0.0002191,0.017004,0,0.01,2.3972,209.6
0.3163,0.00073048,2.0229e-05,0.00023932,0.98205,0.017714,0.73048,0.93524,0.98278,0.98278,0.00021909,0.017003,0,0.01,2.3972,209.61
0.318,0.00073442,2.0292e-05,0.00023865,0.98209,0.017675,0.73442,0.93521,0.98282,0.98282,0.00021836,0.016961,0,0.01,2.3972,209.8
0.31799,0.00073438,2.0296e-05,0.00023872,0.98208,0.017679,0.73438,0.93521,0.98282,0.98282,0.00021842,0.016965,0,0.01,2.3972,209.81
0.32129,0.00074202,2.0538e-05,0.00023943,0.98205,0.017713,0.74202,0.93486,0.98279,0.98279,0.00021889,0.016992,0,0.01,2.3972,210
0.32113,0.00074163,2.0531e-05,0.00023945,0.98205,0.017715,0.74163,0.93486,0.98279,0.98279,0.00021892,0.016994,0,0.01,2.3972,210.01
0.31948,0.00073783,2.051e-05,0.00024078,0.98197,0.017788,0.73783,0.93501,0.98271,0.98271,0.00022026,0.017071,0,0.01,2.3972,210.2
0.31948,0.00073782,2.051e-05,0.00024077,0.98197,0.017788,0.73782,0.93501,0.98271,0.98271,0.00022026,0.017071,0,0.01,2.3972,210.21
0.31989,0.00073877,2.0545e-05,0.00024095,0.98196,0.017797,0.73877,0.93491,0.9827,0.9827,0.0002204,0.017079,0,0.01,2.3972,210.4
0.32014,0.00073936,2.056e-05,0.00024096,0.98196,0.017798,0.73936,0.9349,0.9827,0.9827,0.0002204,0.017079,0,0.01,2.3972,210.41
0.3236,0.00074734,2.0786e-05,0.00024123,0.98195,0.017808,0.74734,0.93468,0.9827,0.9827,0.00022044,0.017082,0,0.01,2.3972,210.6
0.32327,0.00074659,2.077e-05,0.00024125,0.98195,0.01781,0.74659,0.93468,0.9827,0.9827,0.00022048,0.017084,0,0.01,2.3972,210.61
0.31985,0.00073868,2.0559e-05,0.00024121,0.98195,0.017812,0.73868,0.93478,0.98269,0.98269,0.00022065,0.017094,0,0.01,2.3972,210.8
0.32012,0.00073931,2.0575e-05,0.00024124,0.98195,0.017813,0.73931,0.93478,0.98269,0.98269,0.00022066,0.017094,0,0.01,2.3972,210.81
0.32192,0.00074345,2.0793e-05,0.00024306,0.98185,0.017909,0.74345,0.93478,0.98259,0.98259,0.00022226,0.017186,0,0.01,2.3972,211
0.32205,0.00074376,2.0801e-05,0.00024306,0.98185,0.017909,0.74376,0.93478,0.98259,0.98259,0.00022226,0.017186,0,0.01,2.3972,211.01
0.32658,0.00075423,2.1111e-05,0.00024361,0.98182,0.017933,0.75423,0.93459,0.98258,0.98258,0.0002225,0.0172,0,0.01,2.3972,211.2
0.32649,0.00075402,2.1108e-05,0.00024365,0.98182,0.017935,0.75402,0.93459,0.98258,0.98258,0.00022254,0.017202,0,0.01,2.3972,211.21
0.32046,0.0007401,2.0664e-05,0.00024238,0.98188,0.017874,0.7401,0.93461,0.98262,0.98262,0.00022171,0.017155,0,0.01,2.3972,211.4
0.32056,0.00074033,2.0671e-05,0.0002424,0.98188,0.017875,0.74033,0.93461,0.98262,0.98262,0.00022173,0.017156,0,0.01,2.3972,211.41
0.31834,0.00073519,2.059e-05,0.00024333,0.98183,0.017928,0.73519,0.93484,0.98256,0.98256,0.00022274,0.017214,0,0.01,2.3972,211.6
0.31821,0.0007349,2.0584e-05,0.00024335,0.98183,0.017929,0.7349,0.93484,0.98256,0.98256,0.00022276,0.017215,0,0.01,2.3972,211.61
0.3224,0.00074457,2.0833e-05,0.00024323,0.98184,0.017918,0.74457,0.93477,0.98258,0.98258,0.00022239,0.017194,0,0.01,2.3972,211.8
0.32216,0.00074401,2.0823e-05,0.00024328,0.98184,0.017921,0.74401,0.93477,0.98258,0.98258,0.00022245,0.017197,0,0.01,2.3972,211.81
0.31567,0.00072904,2.0491e-05,0.00024438,0.98177,0.017988,0.72904,0.93488,0.9825,0.9825,0.00022389,0.01728,0,0.01,2.3972,212
0.31586,0.00072946,2.05e-05,0.00024436,0.98177,0.017987,0.72946,0.93488,0.9825,0.9825,0.00022386,0.017278,0,0.01,2.3972,212.01
0.32471,0.0007499,2.1087e-05,0.00024509,0.98174,0.018015,0.7499,0.93441,0.98249,0.98249,0.000224,0.017286,0,0.01,2.3972,212.2
0.3246,0.00074965,2.1081e-05,0.00024509,0.98174,0.018015,0.74965,0.93441,0.98249,0.98249,0.00022401,0.017287,0,0.01,2.3972,212.21
0.31894,0.00073659,2.065e-05,0.00024368,0.98181,0.017947,0.73659,0.93429,0.98255,0.98255,0.00022303,0.017231,0,0.01,2.3973,212.4
0.319,0.00073671,2.0654e-05,0.00024369,0.98181,0.017947,0.73671,0.93428,0.98255,0.98255,0.00022304,0.017231,0,0.01,2.3973,212.41
0.31732,0.00073284,2.0618e-05,0.00024483,0.98174,0.018011,0.73284,0.93426,0.98248,0.98248,0.00022421,0.017298,0,0.01,2.3972,212.6
0.31735,0.00073292,2.0621e-05,0.00024485,0.98174,0.018012,0.73292,0.93425,0.98248,0.98248,0.00022423,0.017299,0,0.01,2.3972,212.61
0.31902,0.00073677,2.0828e-05,0.00024662,0.98165,0.018105,0.73677,0.93412,0.98239,0.98239,0.00022579,0.017389,0,0.01,2.3972,212.8
0.31892,0.00073653,2.0821e-05,0.0002466,0.98165,0.018103,0.73653,0.93412,0.98239,0.98239,0.00022578,0.017388,0,0.01,2.3972,212.81
0.31581,0.00072935,2.0586e-05,0.00024588,0.98169,0.018069,0.72935,0.93445,0.98242,0.98242,0.00022529,0.01736,0,0.01,2.3972,213
0.31576,0.00072924,2.0586e-05,0.00024592,0.98168,0.018071,0.72924,0.93446,0.98241,0.98241,0.00022533,0.017362,0,0.01,2.3972,213.01
0.31938,0.00073761,2.0858e-05,0.00024673,0.98164,0.01811,0.73761,0.93469,0.98238,0.98238,0.00022587,0.017393,0,0.01,2.3972,213.2
0.31939,0.00073761,2.0861e-05,0.00024678,0.98164,0.018113,0.73761,0.93469,0.98238,0.98238,0.00022592,0.017396,0,0.01,2.3972,213.21
0.31809,0.00073461,2.0841e-05,0.00024781,0.98158,0.01817,0.73461,0.93433,0.98232,0.98232,0.00022697,0.017456,0,0.01,2.3972,213.4
0.31795,0.00073429,2.0836e-05,0.00024785,0.98158,0.018172,0.73429,0.93433,0.98231,0.98231,0.00022701,0.017458,0,0.01,2.3972,213.41
0.3138,0.00072472,2.0655e-05,0.00024916,0.9815,0.018248,0.72472,0.93423,0.98223,0.98223,0.00022851,0.017544,0,0.01,2.3972,213.6
0.31403,0.00072524,2.0666e-05,0.00024915,0.9815,0.018247,0.72524,0.93422,0.98223,0.98223,0.00022848,0.017542,0,0.01,2.3972,213.61
0.31591,0.00072959,2.0788e-05,0.00024922,0.9815,0.018248,0.72959,0.93413,0.98223,0.98223,0.00022843,0.017539,0,0.01,2.3972,213.8
0.3162,0.00073025,2.0805e-05,0.00024925,0.9815,0.018249,0.73025,0.93412,0.98223,0.98223,0.00022844,0.01754,0,0.01,2.3972,213.81
0.32711,0.00075546,2.1499e-05,0.00024949,0.9815,0.018248,0.75546,0.9334,0.98226,0.98226,0.00022799,0.017514,0,0.01,2.3973,214
0.32684,0.00075482,2.1483e-05,0.00024947,0.9815,0.018247,0.75482,0.9334,0.98226,0.98226,0.00022799,0.017514,0,0.01,2.3973,214.01
0.31971,0.00073837,2.0973e-05,0.00024835,0.98155,0.018197,0.73837,0.93356,0.98229,0.98229,0.00022738,0.017479,0,0.01,2.3973,214.2
0.31986,0.00073871,2.0986e-05,0.00024841,0.98155,0.0182,0.73871,0.93357,0.98229,0.98229,0.00022743,0.017482,0,0.01,2.3973,214.21
0.31994,0.00073889,2.1062e-05,0.00024962,0.98149,0.018265,0.73889,0.93347,0.98222,0.98222,0.00022856,0.017547,0,0.01,2.3973,214.4
0.31997,0.00073896,2.1065e-05,0.00024966,0.98148,0.018267,0.73896,0.93346,0.98222,0.98222,0.00022859,0.017549,0,0.01,2.3973,214.41
0.31513,0.00072779,2.0735e-05,0.00024916,0.9815,0.018246,0.72779,0.93351,0.98223,0.98223,0.00022842,0.017539,0,0.01,2.3973,214.6
0.31493,0.00072732,2.0719e-05,0.00024909,0.98151,0.018242,0.72732,0.93351,0.98224,0.98224,0.00022837,0.017536,0,0.01,2.3973,214.61
0.31622,0.00073029,2.0784e-05,0.00024883,0.98152,0.018227,0.73029,0.93389,0.98225,0.98225,0.00022805,0.017517,0,0.01,2.3972,214.8
0.31623,0.00073031,2.0789e-05,0.0002489,0.98152,0.018231,0.73031,0.93389,0.98225,0.98225,0.00022811,0.017521,0,0.01,2.3972,214.81
0.31882,0.0007363,2.1013e-05,0.00024997,0.98147,0.018285,0.7363,0.9339,0.9822,0.9822,0.00022896,0.017569,0,0.01,2.3972,215
0.3189,0.0007365,2.102e-05,0.00025,0.98146,0.018286,0.7365,0.9339,0.9822,0.9822,0.00022898,0.017571,0,0.01,2.3972,215.01
0.31859,0.00073578,2.1065e-05,0.0002511,0.9814,0.018345,0.73578,0.93396,0.98214,0.98214,0.00023003,0.017631,0,0.01,2.3972,215.2
0.31866,0.00073592,2.107e-05,0.00025112,0.9814,0.018347,0.73592,0.93395,0.98214,0.98214,0.00023005,0.017632,0,0.01,2.3972,215.21
0.3151,0.00072771,2.0903e-05,0.00025209,0.98134,0.018403,0.72771,0.93363,0.98207,0.98207,0.00023119,0.017696,0,0.01,2.3972,215.4
0.31491,0.00072727,2.0892e-05,0.0002521,0.98134,0.018403,0.72727,0.93363,0.98207,0.98207,0.0002312,0.017697,0,0.01,2.3972,215.41
0.31583,0.00072939,2.0964e-05,0.00025234,0.98133,0.018415,0.72939,0.93303,0.98206,0.98206,0.00023137,0.017707,0,0.01,2.3973,215.6
0.31568,0.00072905,2.0959e-05,0.00025238,0.98133,0.018418,0.72905,0.93304,0.98206,0.98206,0.00023142,0.01771,0,0.01,2.3973,215.61
0.31704,0.0007322,2.1036e-05,0.00025223,0.98134,0.018408,0.7322,0.93304,0.98207,0.98207,0.00023119,0.017697,0,0.01,2.3973,215.8
0.31716,0.00073247,2.1041e-05,0.00025221,0.98134,0.018406,0.73247,0.93304,0.98207,0.98207,0.00023117,0.017695,0,0.01,2.3973,215.81
0.31716,0.00073246,2.1111e-05,0.00025342,0.98128,0.018471,0.73246,0.93327,0.98201,0.98201,0.00023231,0.01776,0,0.01,2.3973,216
0.31718,0.00073252,2.1113e-05,0.00025343,0.98128,0.018471,0.73252,0.93327,0.98201,0.98201,0.00023231,0.01776,0,0.01,2.3973,216.01
0.32351,0.00074714,2.1548e-05,0.00025403,0.98125,0.018495,0.74714,0.93337,0.982,0.982,0.00023249,0.01777,0,0.01,2.3973,216.2
0.32367,0.00074749,2.1559e-05,0.00025407,0.98125,0.018497,0.74749,0.93336,0.982,0.982,0.00023251,0.017771,0,0.01,2.3973,216.21
0.32006,0.00073918,2.1341e-05,0.00025424,0.98123,0.018511,0.73918,0.93362,0.98197,0.98197,0.0002329,0.017793,0,0.01,2.3972,216.4
0.32013,0.00073934,2.1346e-05,0.00025426,0.98123,0.018512,0.73934,0.93362,0.98197,0.98197,0.00023291,0.017794,0,0.01,2.3972,216.41
0.31739,0.00073301,2.1132e-05,0.00025355,0.98127,0.018478,0.73301,0.93317,0.982,0.982,0.00023242,0.017766,0,0.01,2.3973,216.6
0.31724,0.00073265,2.1123e-05,0.00025355,0.98127,0.018478,0.73265,0.93316,0.982,0.982,0.00023242,0.017766,0,0.01,2.3973,216.61
0.32444,0.00074929,2.161e-05,0.00025409,0.98125,0.018497,0.74929,0.93296,0.982,0.982,0.00023248,0.01777,0,0.01,2.3973,216.8
