Number of active Voxels;Number of Leaves;Number of Nodes;TotalLeavesSurfaceArea;TotalActiveCellsSurfaceArea;BoundingBoxSurfaceArea;Average Num. of traversed leaves
3678;5082;5082;37618;14712;3332;11.2899
3653;5062;5062;37712;14612;3332;11.3181
3655;5060;5060;37626;14620;3332;11.2923
3645;5066;5066;37776;14580;3332;11.3373
3648;5061;5061;37716;14592;3332;11.3193
3655;5056;5056;37634;14620;3332;11.2947
3659;5038;5038;37524;14636;3332;11.2617
3644;5046;5046;37736;14576;3332;11.3253
3654;5045;5045;37522;14616;3332;11.2611
3657;5029;5029;37412;14628;3332;11.2281
3667;5071;5071;37740;14668;3332;11.3265
3677;5068;5068;37594;14708;3332;11.2827
3677;5067;5067;37536;14708;3332;11.2653
3670;5057;5057;37584;14680;3332;11.2797
3666;5067;5067;37596;14664;3332;11.2833
3658;5069;5069;37704;14632;3332;11.3157
3660;5081;5081;37754;14640;3332;11.3307
3664;5045;5045;37518;14656;3332;11.2599
3661;5041;5041;37452;14644;3332;11.2401
3665;5060;5060;37602;14660;3332;11.2851
3663;5032;5032;37414;14652;3332;11.2287
3663;5055;5055;37546;14652;3332;11.2683
3690;5077;5077;37608;14760;3332;11.2869
3693;5099;5099;37686;14772;3332;11.3103
3678;5073;5073;37624;14712;3332;11.2917
3680;5077;5077;37604;14720;3332;11.2857
3668;5061;5061;37626;14672;3332;11.2923
3670;5055;5055;37558;14680;3332;11.2719
3672;5060;5060;37510;14688;3332;11.2575
3679;5055;5055;37446;14716;3332;11.2383
3674;5043;5043;37406;14696;3332;11.2263
3681;5033;5033;37348;14724;3332;11.2089
3677;5036;5036;37328;14708;3332;11.2029
3685;5086;5086;37700;14740;3332;11.3145
3698;5098;5098;37700;14792;3332;11.3145
3692;5093;5093;37650;14768;3332;11.2995
3682;5067;5067;37528;14728;3332;11.2629
3682;5075;5075;37574;14728;3332;11.2767
3671;5063;5063;37578;14684;3332;11.2779
3676;5066;5066;37518;14704;3332;11.2599
3676;5061;5061;37480;14704;3332;11.2485
3679;5064;5064;37484;14716;3332;11.2497
3678;5055;5055;37494;14712;3332;11.2527
3675;5045;5045;37452;14700;3332;11.2401
3672;5042;5042;37406;14688;3332;11.2263
3681;5076;5076;37716;14724;3332;11.3193
3688;5094;5094;37734;14752;3332;11.3247
3693;5087;5087;37712;14772;3332;11.3181
3681;5080;5080;37626;14724;3332;11.2923
3674;5077;5077;37668;14696;3332;11.3049
3670;5066;5066;37578;14680;3332;11.2779
3664;5064;5064;37590;14656;3332;11.2815
3671;5065;5065;37542;14684;3332;11.2671
3678;5056;5056;37520;14712;3332;11.2605
3668;5060;5060;37600;14672;3332;11.2845
3668;5056;5056;37554;14672;3332;11.2707
3668;5029;5029;37358;14672;3332;11.2119
3689;5097;5097;37766;14756;3332;11.3343
3685;5109;5109;37812;14740;3332;11.3481
3692;5097;5097;37728;14768;3332;11.3229
3685;5069;5069;37592;14740;3332;11.2821
3683;5070;5070;37610;14732;3332;11.2875
3679;5068;5068;37572;14716;3332;11.2761
3672;5049;5049;37460;14688;3332;11.2425
3684;5079;5079;37612;14736;3332;11.2881
3686;5077;5077;37604;14744;3332;11.2857
3671;5056;5056;37530;14684;3332;11.2635
3669;5048;5048;37480;14676;3332;11.2485
3677;5087;5087;37800;14708;3332;11.3445
3693;5117;5117;37930;14772;3332;11.3836
3688;5089;5089;37738;14752;3332;11.3259
3695;5106;5106;37780;14780;3332;11.3385
3691;5094;5094;37724;14764;3332;11.3217
3683;5083;5083;37676;14732;3332;11.3073
3683;5083;5083;37666;14732;3332;11.3043
3685;5071;5071;37632;14740;3332;11.2941
3693;5090;5090;37668;14772;3332;11.3049
3686;5079;5079;37658;14744;3332;11.3019
3683;5066;5066;37558;14732;3332;11.2719
3688;5069;5069;37556;14752;3332;11.2713
3707;5137;5137;38066;14828;3332;11.4244
3706;5128;5128;38000;14824;3332;11.4046
3709;5111;5111;37874;14836;3332;11.3667
3701;5096;5096;37784;14804;3332;11.3397
3697;5100;5100;37784;14788;3332;11.3397
3692;5090;5090;37730;14768;3332;11.3235
3692;5079;5079;37652;14768;3332;11.3001
3700;5095;5095;37726;14800;3332;11.3223
3697;5075;5075;37606;14788;3332;11.2863
3689;5074;5074;37602;14756;3332;11.2851
3686;5061;5061;37534;14744;3332;11.2647
3695;5060;5060;37498;14780;3332;11.2539
3707;5150;5150;38196;14828;3332;11.4634
3709;5149;5149;38160;14836;3332;11.4526
3718;5137;5137;37922;14872;3332;11.3812
3699;5115;5115;37930;14796;3332;11.3836
3700;5119;5119;37976;14800;3332;11.3974
3690;5102;5102;37840;14760;3332;11.3565
3688;5096;5096;37852;14752;3332;11.3601
3694;5108;5108;37864;14776;3332;11.3637
3695;5089;5089;37804;14780;3332;11.3457
3699;5105;5105;37856;14796;3332;11.3613
3689;5073;5073;37680;14756;3332;11.3085
3687;5065;5065;37624;14748;3332;11.2917
3694;5136;5136;38136;14776;3332;11.4454
3710;5147;5147;38044;14840;3332;11.4178
3707;5154;5154;38058;14828;3332;11.422
3693;5123;5123;37998;14772;3332;11.404
3698;5108;5108;37914;14792;3332;11.3788
3691;5090;5090;37814;14764;3332;11.3487
3687;5093;5093;37842;14748;3332;11.3571
3688;5096;5096;37876;14752;3332;11.3673
3703;5091;5091;37780;14812;3332;11.3385
3689;5077;5077;37738;14756;3332;11.3259
3692;5081;5081;37740;14768;3332;11.3265
3695;5082;5082;37724;14780;3332;11.3217
3704;5138;5138;37974;14816;3332;11.3968
3721;5150;5150;37960;14884;3332;11.3926
3705;5137;5137;37946;14820;3332;11.3884
3692;5108;5108;37980;14768;3332;11.3986
3696;5084;5084;37828;14784;3332;11.3529
3693;5094;5094;37842;14772;3332;11.3571
3695;5086;5086;37826;14780;3332;11.3523
3698;5091;5091;37778;14792;3332;11.3379
3704;5094;5094;37752;14816;3332;11.3301
3696;5080;5080;37702;14784;3332;11.3151
3689;5075;5075;37728;14756;3332;11.3229
3691;5116;5116;38116;14764;3332;11.4394
3717;5143;5143;38004;14868;3332;11.4058
3715;5138;5138;37928;14860;3332;11.383
3697;5124;5124;38008;14788;3332;11.407
3693;5106;5106;37874;14772;3332;11.3667
3688;5088;5088;37860;14752;3332;11.3625
3692;5095;5095;37794;14768;3332;11.3427
3690;5089;5089;37784;14760;3332;11.3397
3698;5085;5085;37724;14792;3332;11.3217
3697;5093;5093;37842;14788;3332;11.3571
3695;5102;5102;37790;14780;3332;11.3415
3699;5082;5082;37726;14796;3332;11.3223
3708;5161;5161;38086;14832;3332;11.4304
3718;5156;5156;38030;14872;3332;11.4136
3716;5145;5145;38012;14864;3332;11.4082
3707;5128;5128;37870;14828;3332;11.3655
3711;5115;5115;37776;14844;3332;11.3373
3704;5117;5117;37802;14816;3332;11.3451
3707;5123;5123;37798;14828;3332;11.3439
3707;5105;5105;37836;14828;3332;11.3553
3708;5114;5114;37768;14832;3332;11.3349
3710;5102;5102;37694;14840;3332;11.3127
3700;5088;5088;37726;14800;3332;11.3223
3706;5149;5149;38100;14824;3332;11.4346
3732;5173;5173;38172;14928;3332;11.4562
3730;5164;5164;38064;14920;3332;11.4238
3710;5142;5142;37978;14840;3332;11.398
3706;5116;5116;37816;14824;3332;11.3493
3703;5116;5116;37826;14812;3332;11.3523
3707;5111;5111;37798;14828;3332;11.3439
3702;5118;5118;37820;14808;3332;11.3505
3706;5100;5100;37716;14824;3332;11.3193
3715;5124;5124;37906;14860;3332;11.3764
3713;5111;5111;37740;14852;3332;11.3265
3709;5097;5097;37676;14836;3332;11.3073
3713;5157;5157;38106;14852;3332;11.4364
3737;5155;5155;38066;14948;3332;11.4244
3731;5156;5156;38030;14924;3332;11.4136
3715;5131;5131;37922;14860;3332;11.3812
3715;5102;5102;37732;14860;3332;11.3241
3716;5097;5097;37668;14864;3332;11.3049
3712;5125;5125;37808;14848;3332;11.3469
3715;5112;5112;37756;14860;3332;11.3313
3722;5112;5112;37708;14888;3332;11.3169
3725;5120;5120;37784;14900;3332;11.3397
3715;5099;5099;37656;14860;3332;11.3013
3717;5098;5098;37570;14868;3332;11.2755
3740;5178;5178;38206;14960;3332;11.4664
3742;5156;5156;38034;14968;3332;11.4148
3724;5127;5127;37862;14896;3332;11.3631
3723;5151;5151;38018;14892;3332;11.41
3732;5144;5144;37958;14928;3332;11.392
3721;5129;5129;37918;14884;3332;11.38
3722;5149;5149;38000;14888;3332;11.4046
3721;5135;5135;37886;14884;3332;11.3703
3727;5136;5136;37894;14908;3332;11.3727
3732;5136;5136;37902;14928;3332;11.3752
3718;5121;5121;37830;14872;3332;11.3535
3725;5150;5150;38114;14900;3332;11.4388
3748;5189;5189;38274;14992;3332;11.4868
3752;5166;5166;38088;15008;3332;11.431
3726;5151;5151;38028;14904;3332;11.413
3720;5140;5140;37952;14880;3332;11.3902
3715;5134;5134;37972;14860;3332;11.3962
3729;5126;5126;37896;14916;3332;11.3733
3716;5121;5121;37880;14864;3332;11.3685
3727;5134;5134;37952;14908;3332;11.3902
3727;5128;5128;37866;14908;3332;11.3643
3725;5115;5115;37764;14900;3332;11.3337
3727;5109;5109;37702;14908;3332;11.3151
3730;5146;5146;38098;14920;3332;11.434
3752;5188;5188;38284;15008;3332;11.4898
3745;5184;5184;38220;14980;3332;11.4706
3729;5147;5147;38064;14916;3332;11.4238
3726;5126;5126;37932;14904;3332;11.3842
3723;5128;5128;37962;14892;3332;11.3932
3733;5144;5144;37974;14932;3332;11.3968
3726;5128;5128;37934;14904;3332;11.3848
3737;5138;5138;37958;14948;3332;11.392
3737;5131;5131;37912;14948;3332;11.3782
3726;5104;5104;37744;14904;3332;11.3277
3729;5182;5182;38284;14916;3332;11.4898
3745;5184;5184;38238;14980;3332;11.476
3756;5189;5189;38240;15024;3332;11.4766
3735;5162;5162;38150;14940;3332;11.4496
3732;5137;5137;38018;14928;3332;11.41
3738;5145;5145;38000;14952;3332;11.4046
3732;5138;5138;38018;14928;3332;11.41
3729;5134;5134;38000;14916;3332;11.4046
3727;5132;5132;37998;14908;3332;11.404
3733;5136;5136;37980;14932;3332;11.3986
3735;5136;5136;37936;14940;3332;11.3854
3727;5104;5104;37780;14908;3332;11.3385
3737;5180;5180;38268;14948;3332;11.485
3747;5183;5183;38244;14988;3332;11.4778
3754;5190;5190;38286;15016;3332;11.4904
3749;5169;5169;38196;14996;3332;11.4634
3733;5151;5151;38074;14932;3332;11.4268
3731;5141;5141;38048;14924;3332;11.419
3735;5150;5150;38064;14940;3332;11.4238
3738;5151;5151;38056;14952;3332;11.4214
3733;5142;5142;38014;14932;3332;11.4088
3736;5141;5141;38002;14944;3332;11.4052
3741;5139;5139;37952;14964;3332;11.3902
3735;5129;5129;37912;14940;3332;11.3782
3732;5169;5169;38246;14928;3332;11.4784
3741;5177;5177;38236;14964;3332;11.4754
3762;5184;5184;38268;15048;3332;11.485
3751;5177;5177;38248;15004;3332;11.479
3736;5134;5134;38008;14944;3332;11.407
3736;5143;5143;38068;14944;3332;11.425
3735;5148;5148;38070;14940;3332;11.4256
3734;5139;5139;38034;14936;3332;11.4148
3735;5132;5132;37966;14940;3332;11.3944
3743;5153;5153;38182;14972;3332;11.4592
3741;5157;5157;38240;14964;3332;11.4766
3738;5181;5181;38438;14952;3332;11.536
3743;5193;5193;38450;14972;3332;11.5396
3754;5205;5205;38480;15016;3332;11.5486
3762;5191;5191;38406;15048;3332;11.5264
3749;5178;5178;38344;14996;3332;11.5078
3739;5169;5169;38328;14956;3332;11.503
3750;5164;5164;38272;15000;3332;11.4862
3740;5171;5171;38318;14960;3332;11.5
3746;5169;5169;38288;14984;3332;11.491
3744;5164;5164;38254;14976;3332;11.4808
3747;5160;5160;38238;14988;3332;11.476
3747;5155;5155;38174;14988;3332;11.4568
3745;5201;5201;38536;14980;3332;11.5654
3757;5212;5212;38514;15028;3332;11.5588
3772;5227;5227;38574;15088;3332;11.5768
3764;5206;5206;38462;15056;3332;11.5432
3754;5185;5185;38376;15016;3332;11.5174
3744;5172;5172;38326;14976;3332;11.5024
3754;5179;5179;38328;15016;3332;11.503
3752;5177;5177;38314;15008;3332;11.4988
3744;5172;5172;38284;14976;3332;11.4898
3753;5168;5168;38252;15012;3332;11.4802
3761;5170;5170;38254;15044;3332;11.4808
3753;5199;5199;38528;15012;3332;11.563
3756;5208;5208;38556;15024;3332;11.5714
3775;5240;5240;38646;15100;3332;11.5984
3784;5231;5231;38562;15136;3332;11.5732
3770;5218;5218;38576;15080;3332;11.5774
3757;5190;5190;38394;15028;3332;11.5228
3750;5187;5187;38394;15000;3332;11.5228
3762;5195;5195;38386;15048;3332;11.5204
3760;5193;5193;38486;15040;3332;11.5504
3760;5203;5203;38488;15040;3332;11.551
3766;5191;5191;38332;15064;3332;11.5042
3768;5194;5194;38346;15072;3332;11.5084
3771;5229;5229;38654;15084;3332;11.6008
3775;5230;5230;38624;15100;3332;11.5918
3778;5238;5238;38648;15112;3332;11.599
3783;5227;5227;38580;15132;3332;11.5786
3772;5194;5194;38414;15088;3332;11.5288
3764;5197;5197;38410;15056;3332;11.5276
3769;5183;5183;38336;15076;3332;11.5054
3772;5200;5200;38424;15088;3332;11.5318
3767;5190;5190;38360;15068;3332;11.5126
3770;5197;5197;38380;15080;3332;11.5186
3773;5189;5189;38358;15092;3332;11.512
3766;5233;5233;38738;15064;3332;11.6261
3764;5218;5218;38610;15056;3332;11.5876
3779;5231;5231;38664;15116;3332;11.6038
3786;5230;5230;38716;15144;3332;11.6194
3778;5196;5196;38468;15112;3332;11.545
3771;5203;5203;38468;15084;3332;11.545
3757;5196;5196;38468;15028;3332;11.545
3764;5191;5191;38424;15056;3332;11.5318
3771;5202;5202;38442;15084;3332;11.5372
3757;5191;5191;38436;15028;3332;11.5354
3760;5183;5183;38358;15040;3332;11.512
3767;5184;5184;38340;15068;3332;11.5066
3769;5225;5225;38668;15076;3332;11.605
3762;5222;5222;38654;15048;3332;11.6008
3788;5232;5232;38680;15152;3332;11.6086
3790;5234;5234;38778;15160;3332;11.6381
3779;5214;5214;38546;15116;3332;11.5684
3768;5203;5203;38506;15072;3332;11.5564
3766;5203;5203;38486;15064;3332;11.5504
3781;5203;5203;38480;15124;3332;11.5486
3775;5222;5222;38596;15100;3332;11.5834
3780;5198;5198;38446;15120;3332;11.5384
3774;5208;5208;38510;15096;3332;11.5576
3778;5189;5189;38390;15112;3332;11.5216
3779;5193;5193;38362;15116;3332;11.5132
3774;5219;5219;38674;15096;3332;11.6068
3787;5243;5243;38782;15148;3332;11.6393
3796;5240;5240;38768;15184;3332;11.6351
3788;5228;5228;38766;15152;3332;11.6345
3778;5220;5220;38682;15112;3332;11.6092
3774;5206;5206;38528;15096;3332;11.563
3774;5213;5213;38574;15096;3332;11.5768
3784;5218;5218;38662;15136;3332;11.6032
3772;5208;5208;38550;15088;3332;11.5696
3768;5190;5190;38414;15072;3332;11.5288
3775;5183;5183;38360;15100;3332;11.5126
3771;5225;5225;38724;15084;3332;11.6218
3775;5234;5234;38830;15100;3332;11.6537
3800;5250;5250;38826;15200;3332;11.6525
3799;5246;5246;38816;15196;3332;11.6495
3789;5212;5212;38632;15156;3332;11.5942
3784;5222;5222;38702;15136;3332;11.6152
3772;5202;5202;38528;15088;3332;11.563
3779;5225;5225;38744;15116;3332;11.6279
3784;5222;5222;38674;15136;3332;11.6068
3775;5205;5205;38644;15100;3332;11.5978
3774;5194;5194;38436;15096;3332;11.5354
3779;5183;5183;38364;15116;3332;11.5138
3775;5226;5226;38824;15100;3332;11.6519
3789;5243;5243;38918;15156;3332;11.6801
3796;5258;5258;38890;15184;3332;11.6717
3803;5248;5248;38842;15212;3332;11.6573
3788;5230;5230;38792;15152;3332;11.6423
3780;5225;5225;38766;15120;3332;11.6345
3782;5223;5223;38768;15128;3332;11.6351
3796;5235;5235;38872;15184;3332;11.6663
3782;5235;5235;38940;15128;3332;11.6867
3793;5256;5256;39018;15172;3332;11.7101
3786;5240;5240;38964;15144;3332;11.6939
3787;5269;5269;39184;15148;3332;11.7599
3788;5274;5274;39270;15152;3332;11.7857
3828;5321;5321;39396;15312;3332;11.8235
3810;5274;5274;39134;15240;3332;11.7449
3803;5257;5257;39048;15212;3332;11.7191
3792;5257;5257;39020;15168;3332;11.7107
3787;5253;5253;39058;15148;3332;11.7221
3801;5252;5252;38966;15204;3332;11.6945
3803;5235;5235;38872;15212;3332;11.6663
3786;5242;5242;38994;15144;3332;11.7029
3799;5250;5250;38948;15196;3332;11.6891
3787;5219;5219;38896;15148;3332;11.6735
3795;5279;5279;39218;15180;3332;11.7701
3792;5282;5282;39328;15168;3332;11.8031
3826;5329;5329;39472;15304;3332;11.8463
3809;5294;5294;39336;15236;3332;11.8055
3805;5274;5274;39240;15220;3332;11.7767
3794;5264;5264;39182;15176;3332;11.7593
3785;5238;5238;38902;15140;3332;11.6753
3792;5233;5233;38948;15168;3332;11.6891
3794;5234;5234;38924;15176;3332;11.6819
3795;5259;5259;39090;15180;3332;11.7317
3795;5234;5234;38924;15180;3332;11.6819
3791;5222;5222;38904;15164;3332;11.6759
3790;5280;5280;39296;15160;3332;11.7935
3798;5289;5289;39376;15192;3332;11.8175
3823;5312;5312;39408;15292;3332;11.8271
3805;5278;5278;39274;15220;3332;11.7869
3790;5249;5249;39066;15160;3332;11.7245
3795;5244;5244;39022;15180;3332;11.7113
3786;5239;5239;38974;15144;3332;11.6969
3796;5244;5244;38998;15184;3332;11.7041
3786;5234;5234;38940;15144;3332;11.6867
3803;5270;5270;39166;15212;3332;11.7545
3790;5236;5236;38940;15160;3332;11.6867
3794;5276;5276;39324;15176;3332;11.8019
3797;5278;5278;39280;15188;3332;11.7887
3829;5318;5318;39444;15316;3332;11.8379
3816;5305;5305;39422;15264;3332;11.8313
3792;5247;5247;39066;15168;3332;11.7245
3797;5248;5248;39104;15188;3332;11.7359
3793;5237;5237;38976;15172;3332;11.6975
3791;5232;5232;38950;15164;3332;11.6897
3800;5244;5244;39052;15200;3332;11.7203
3803;5266;5266;39148;15212;3332;11.7491
3801;5261;5261;39168;15204;3332;11.7551
3798;5249;5249;39038;15192;3332;11.7161
3800;5298;5298;39472;15200;3332;11.8463
3807;5313;5313;39476;15228;3332;11.8475
3839;5311;5311;39386;15356;3332;11.8205
3816;5281;5281;39286;15264;3332;11.7905
3800;5252;5252;39158;15200;3332;11.7521
3796;5260;5260;39192;15184;3332;11.7623
3797;5259;5259;39158;15188;3332;11.7521
3803;5256;5256;39132;15212;3332;11.7443
3796;5245;5245;39082;15184;3332;11.7293
3815;5262;5262;39086;15260;3332;11.7305
3803;5250;5250;39072;15212;3332;11.7263
3799;5242;5242;39000;15196;3332;11.7047
3806;5294;5294;39396;15224;3332;11.8235
3818;5323;5323;39480;15272;3332;11.8487
3827;5311;5311;39422;15308;3332;11.8313
3800;5270;5270;39236;15200;3332;11.7755
3808;5266;5266;39210;15232;3332;11.7677
3799;5265;5265;39192;15196;3332;11.7623
3807;5270;5270;39224;15228;3332;11.7719
3807;5266;5266;39154;15228;3332;11.7509
3806;5257;5257;39122;15224;3332;11.7413
3823;5279;5279;39212;15292;3332;11.7683
3801;5245;5245;39080;15204;3332;11.7287
3818;5315;5315;39498;15272;3332;11.8541
3816;5321;5321;39508;15264;3332;11.8571
3854;5359;5359;39682;15416;3332;11.9094
3828;5321;5321;39550;15312;3332;11.8697
3822;5293;5293;39278;15288;3332;11.7881
3819;5293;5293;39320;15276;3332;11.8007
3816;5296;5296;39386;15264;3332;11.8205
3823;5305;5305;39434;15292;3332;11.8349
3819;5295;5295;39378;15276;3332;11.8181
3816;5294;5294;39368;15264;3332;11.8151
3830;5283;5283;39330;15320;3332;11.8037
3822;5296;5296;39330;15288;3332;11.8037
3829;5339;5339;39714;15316;3332;11.919
3831;5336;5336;39662;15324;3332;11.9034
3863;5368;5368;39756;15452;3332;11.9316
3844;5348;5348;39656;15376;3332;11.9016
3826;5312;5312;39492;15304;3332;11.8523
3833;5323;5323;39482;15332;3332;11.8493
3822;5296;5296;39406;15288;3332;11.8265
3831;5309;5309;39422;15324;3332;11.8313
3834;5321;5321;39484;15336;3332;11.8499
3835;5305;5305;39450;15340;3332;11.8397
3834;5312;5312;39490;15336;3332;11.8517
3823;5292;5292;39378;15292;3332;11.8181
3835;5354;5354;39750;15340;3332;11.9298
3840;5360;5360;39736;15360;3332;11.9256
3861;5366;5366;39720;15444;3332;11.9208
3832;5334;5334;39634;15328;3332;11.895
3830;5320;5320;39492;15320;3332;11.8523
3826;5315;5315;39488;15304;3332;11.8511
3821;5299;5299;39450;15284;3332;11.8397
3827;5317;5317;39514;15308;3332;11.8589
3829;5316;5316;39488;15316;3332;11.8511
3830;5285;5285;39334;15320;3332;11.8049
3820;5281;5281;39358;15280;3332;11.8121
3829;5353;5353;39758;15316;3332;11.9322
3831;5337;5337;39706;15324;3332;11.9166
3860;5372;5372;39804;15440;3332;11.946
3850;5350;5350;39682;15400;3332;11.9094
3823;5329;5329;39660;15292;3332;11.9028
3829;5327;5327;39570;15316;3332;11.8758
3819;5310;5310;39522;15276;3332;11.8613
3833;5319;5319;39610;15332;3332;11.8878
3830;5329;5329;39580;15320;3332;11.8788
3822;5307;5307;39470;15288;3332;11.8457
3834;5295;5295;39376;15336;3332;11.8175
3820;5300;5300;39380;15280;3332;11.8187
3824;5364;5364;39858;15296;3332;11.9622
3829;5362;5362;39838;15316;3332;11.9562
3831;5364;5364;39830;15324;3332;11.9538
3860;5389;5389;39888;15440;3332;11.9712
3829;5344;5344;39696;15316;3332;11.9136
3826;5331;5331;39618;15304;3332;11.8902
3824;5341;5341;39714;15296;3332;11.919
3818;5308;5308;39556;15272;3332;11.8715
3823;5313;5313;39538;15292;3332;11.8661
3817;5322;5322;39588;15268;3332;11.8812
3821;5309;5309;39500;15284;3332;11.8547
3816;5288;5288;39436;15264;3332;11.8355
3817;5291;5291;39364;15268;3332;11.8139
3828;5360;5360;39814;15312;3332;11.949
3833;5366;5366;39884;15332;3332;11.97
3847;5363;5363;39794;15388;3332;11.943
3821;5335;5335;39706;15284;3332;11.9166
3822;5328;5328;39632;15288;3332;11.8944
3806;5309;5309;39590;15224;3332;11.8818
3817;5307;5307;39542;15268;3332;11.8673
3818;5308;5308;39534;15272;3332;11.8649
3814;5301;5301;39502;15256;3332;11.8553
3816;5286;5286;39430;15264;3332;11.8337
3813;5285;5285;39368;15252;3332;11.8151
3821;5346;5346;39748;15284;3332;11.9292
3817;5355;5355;39846;15268;3332;11.9586
3845;5383;5383;39936;15380;3332;11.9856
3823;5347;5347;39762;15292;3332;11.9334
3821;5346;5346;39774;15284;3332;11.937
3826;5329;5329;39598;15304;3332;11.8842
3818;5325;5325;39668;15272;3332;11.9052
3812;5312;5312;39612;15248;3332;11.8884
3820;5313;5313;39540;15280;3332;11.8667
3815;5306;5306;39542;15260;3332;11.8673
3824;5324;5324;39596;15296;3332;11.8836
3812;5307;5307;39544;15248;3332;11.8679
3820;5334;5334;39770;15280;3332;11.9358
3820;5332;5332;39702;15280;3332;11.9154
3845;5375;5375;39866;15380;3332;11.9646
3815;5291;5291;39466;15260;3332;11.8445
3814;5314;5314;39608;15256;3332;11.8872
3816;5307;5307;39476;15264;3332;11.8475
3807;5298;5298;39510;15228;3332;11.8577
3810;5301;5301;39502;15240;3332;11.8553
3815;5297;5297;39450;15260;3332;11.8397
3813;5284;5284;39388;15252;3332;11.8211
3821;5301;5301;39454;15284;3332;11.8409
3806;5257;5257;39236;15224;3332;11.7755
3822;5320;5320;39662;15288;3332;11.9034
3825;5327;5327;39698;15300;3332;11.9142
3847;5380;5380;39888;15388;3332;11.9712
3822;5322;5322;39680;15288;3332;11.9088
3816;5324;5324;39658;15264;3332;11.9022
3815;5308;5308;39550;15260;3332;11.8697
3816;5306;5306;39536;15264;3332;11.8655
3807;5292;5292;39458;15228;3332;11.8421
3812;5295;5295;39454;15248;3332;11.8409
3815;5289;5289;39416;15260;3332;11.8295
3815;5284;5284;39400;15260;3332;11.8247
3814;5289;5289;39394;15256;3332;11.8229
3821;5340;5340;39856;15284;3332;11.9616
3813;5325;5325;39750;15252;3332;11.9298
3841;5330;5330;39612;15364;3332;11.8884
3827;5334;5334;39714;15308;3332;11.919
3821;5319;5319;39658;15284;3332;11.9022
3817;5302;5302;39552;15268;3332;11.8703
3810;5302;5302;39544;15240;3332;11.8679
3812;5302;5302;39526;15248;3332;11.8625
3809;5294;5294;39434;15236;3332;11.8349
3817;5288;5288;39444;15268;3332;11.8379
3818;5303;5303;39532;15272;3332;11.8643
3812;5292;5292;39422;15248;3332;11.8313
3831;5353;5353;39972;15324;3332;11.9964
3832;5360;5360;39922;15328;3332;11.9814
3842;5368;5368;39924;15368;3332;11.982
3842;5362;5362;39900;15368;3332;11.9748
3820;5301;5301;39556;15280;3332;11.8715
3823;5299;5299;39574;15292;3332;11.877
3815;5302;5302;39566;15260;3332;11.8745
3819;5303;5303;39568;15276;3332;11.8752
3814;5291;5291;39500;15256;3332;11.8547
3821;5277;5277;39394;15284;3332;11.8229
3824;5291;5291;39458;15296;3332;11.8421
3820;5283;5283;39422;15280;3332;11.8313
3826;5336;5336;39872;15304;3332;11.9664
3835;5369;5369;39962;15340;3332;11.9934
3845;5332;5332;39680;15380;3332;11.9088
3829;5323;5323;39778;15316;3332;11.9382
3820;5305;5305;39642;15280;3332;11.8974
3821;5301;5301;39600;15284;3332;11.8848
3812;5292;5292;39566;15248;3332;11.8745
3818;5294;5294;39574;15272;3332;11.877
3817;5292;5292;39522;15268;3332;11.8613
3825;5317;5317;39648;15300;3332;11.8992
3821;5304;5304;39570;15284;3332;11.8758
3818;5300;5300;39526;15272;3332;11.8625
3837;5359;5359;39986;15348;3332;12.0006
3834;5346;5346;39854;15336;3332;11.961
3855;5340;5340;39698;15420;3332;11.9142
3840;5357;5357;39888;15360;3332;11.9712
3825;5316;5316;39658;15300;3332;11.9022
3824;5307;5307;39620;15296;3332;11.8908
3825;5303;5303;39580;15300;3332;11.8788
3820;5315;5315;39676;15280;3332;11.9076
3830;5301;5301;39570;15320;3332;11.8758
3826;5300;5300;39584;15304;3332;11.88
3833;5301;5301;39510;15332;3332;11.8577
3824;5279;5279;39418;15296;3332;11.8301
3851;5354;5354;39886;15404;3332;11.9706
3857;5357;5357;39812;15428;3332;11.9484
3851;5325;5325;39658;15404;3332;11.9022
3833;5335;5335;39810;15332;3332;11.9478
3845;5353;5353;39842;15380;3332;11.9574
3835;5327;5327;39670;15340;3332;11.9058
3837;5321;5321;39644;15348;3332;11.898
3841;5333;5333;39734;15364;3332;11.925
3835;5322;5322;39654;15340;3332;11.901
3835;5312;5312;39586;15340;3332;11.8806
3836;5293;5293;39538;15344;3332;11.8661
3834;5298;5298;39504;15336;3332;11.8559
3835;5297;5297;39632;15340;3332;11.8944
3855;5348;5348;39826;15420;3332;11.9526
3860;5349;5349;39762;15440;3332;11.9334
3861;5352;5352;39776;15444;3332;11.9376
3846;5328;5328;39692;15384;3332;11.9124
3843;5341;5341;39844;15372;3332;11.958
3845;5309;5309;39542;15380;3332;11.8673
3831;5288;5288;39472;15324;3332;11.8463
3832;5282;5282;39444;15328;3332;11.8379
3831;5297;5297;39508;15324;3332;11.8571
3838;5296;5296;39440;15352;3332;11.8367
3836;5282;5282;39378;15344;3332;11.8181
3842;5274;5274;39298;15368;3332;11.7941
3850;5343;5343;39852;15400;3332;11.9604
3867;5363;5363;39862;15468;3332;11.9634
3864;5348;5348;39762;15456;3332;11.9334
3862;5343;5343;39716;15448;3332;11.9196
3846;5311;5311;39556;15384;3332;11.8715
3862;5333;5333;39654;15448;3332;11.901
3847;5310;5310;39506;15388;3332;11.8565
3840;5289;5289;39442;15360;3332;11.8373
3844;5298;5298;39448;15376;3332;11.8391
