Time for expansion;Time for normal vector calc.;Determining materials;Determining connectivities;Reduced graph num vertices;num componenets;Time for smoothing;Determining visibilities;Setup active cells;Setup partition;Rate calculation;Memory Ray Tracing Data Structure;Level set time integration;Output;Time for Output;Total time step excl. Output;Total time step incl. Output;Chosen time step;Time;Left Time
0.00128571;0.000373541;0.000104844;0;0;0;0;0;0.000767814;0.00152584;0.31987;149692;0.00619492;0;8.39937e-08;0.330128;0.330181;0.00669555;0.825789;79.1742
0.00495929;0.000376622;0.000108628;0;0;0;0;0;0.000755046;0.00153852;0.299105;149452;0.00109015;0;8.39937e-08;0.307938;0.308064;0.00658155;0.83237;79.1676
0.00195035;0.000372385;0.000104832;0;0;0;0;0;0.00075748;0.00153672;0.294696;148724;0.0011649;0;1.13971e-07;0.300587;0.300644;0.00678568;0.839156;79.1608
0.00144067;0.00043236;0.000142753;0;0;0;0;0;0.000861734;0.001587;0.303653;148920;0.00108029;0;5.39585e-08;0.309203;0.30927;0.00542919;0.844585;79.1554
0.00132078;0.000382367;0.000106375;0;0;0;0;0;0.000779379;0.00151449;0.304617;148920;0.00115886;0;5.69853e-08;0.309884;0.309939;0.00548387;0.850069;79.1499
0.00148729;0.00043588;0.000105961;0;0;0;0;0;0.000857961;0.0017308;0.331109;149248;0.00106565;0;8.39937e-08;0.336798;0.33687;0.00630282;0.856372;79.1436
0.00127082;0.000377379;0.000105598;0;0;0;0;0;0.000771541;0.00150369;0.303772;149140;0.00112328;0;1.47033e-07;0.308929;0.308987;0.00627497;0.862647;79.1374
0.00129384;0.000374952;0.000106255;0;0;0;0;0;0.00075825;0.0015028;0.294313;148800;0.00115995;0;7.89878e-08;0.299515;0.299573;0.00661938;0.869266;79.1307
0.00128278;0.000374259;0.00010642;0;0;0;0;0;0.00076148;0.00151679;0.322138;148856;0.00107708;0;8.10251e-08;0.327262;0.327322;0.00674016;0.876006;79.124
0.00128424;0.000373871;0.00010793;0;0;0;0;0;0.000769568;0.00153241;0.300131;151160;0.00116504;0;8.70205e-08;0.305369;0.30543;0.00681938;0.882826;79.1172
0.00131277;0.000380661;0.000106288;0;0;0;0;0;0.0007617;0.00150295;0.291456;147328;0.00107144;0;7.79983e-08;0.296597;0.296654;0.00684174;0.889668;79.1103
